E,pt,eta,phi
336602.0,74565.6,-2.18646,-1.59919
840885.0,520844.0,-1.05743,-1.24545
436875.0,286806.0,-0.980168,2.78422
162106.0,42167.4,-2.02097,0.123938
298964.0,29826.7,2.99522,-3.11186
905307.0,280031.0,1.84151,-1.20519
758014.0,226288.0,-1.87846,-1.70423
154162.0,65994.3,1.48451,-2.13071
520227.0,53362.1,2.96731,-2.23994
426865.0,396966.0,-0.344819,-2.90398
217045.0,201637.0,-0.384141,-0.331609
199533.0,188349.0,0.328895,2.32633
141751.0,109820.0,-0.698785,1.57474
1313350.0,88326.1,3.3913,3.12211
65888.6,64999.0,0.0138286,1.4148
88780.4,61217.7,-0.908372,-2.20076
1072560.0,880803.0,-0.642909,2.89913
1772200.0,592183.0,-1.75966,-1.96162
63418.9,63174.9,0.0115694,2.85353
40388.0,40131.5,0.0221063,0.713968
720976.0,679962.0,0.280095,-0.0543108
1108980.0,622716.0,1.17842,-2.53271
316330.0,94671.4,1.87525,-2.23947
263787.0,73033.0,-1.95666,-0.724561
113383.0,32654.6,1.91485,-1.44166
733017.0,649810.0,0.434335,-1.32655
645704.0,470710.0,-0.83603,0.793668
830936.0,204342.0,2.07933,-1.35047
412169.0,190897.0,1.40351,-2.32743
405147.0,278816.0,-0.899375,-2.98713
1222890.0,268791.0,-2.19524,-2.40184
294729.0,79705.0,1.98003,-2.57245
398158.0,393888.0,0.0664015,-0.233432
251968.0,179956.0,0.820102,-2.05085
368086.0,70390.9,2.33793,0.213628
73781.3,39242.2,1.23317,-1.41451
153432.0,27547.9,-2.40147,0.312552
1257220.0,1249580.0,-0.0259633,1.626
531001.0,435165.0,0.648815,-3.03254
559754.0,393083.0,-0.886642,-2.06842
574497.0,52041.2,-3.09242,-1.94201
42389.1,40600.2,0.272283,-1.85957
583784.0,457555.0,0.724674,3.11213
351976.0,344337.0,0.152746,0.459322
158665.0,154996.0,-0.174223,-1.39474
70579.2,25303.7,1.68261,2.01572
1439990.0,623597.0,-1.47821,1.01682
1034010.0,979364.0,-0.269525,0.466961
1065880.0,563945.0,-1.24892,-2.92083
252873.0,251348.0,-0.0360014,2.85842
549085.0,453668.0,-0.609398,-2.96202
869299.0,274519.0,-1.81942,-1.01062
686915.0,669364.0,0.0654554,1.94379
47874.4,37637.8,-0.686996,-2.73342
1002630.0,909076.0,-0.440924,2.34807
103366.0,57872.3,-1.18197,2.2992
62925.8,54648.3,0.522351,1.83885
943112.0,584832.0,-1.05494,0.252004
71255.9,38629.5,-1.20368,2.04106
31023.4,28360.4,-0.381362,-2.10542
644034.0,613595.0,-0.311409,1.9437
308143.0,233680.0,0.774728,-0.913183
128092.0,79884.7,1.02523,3.05895
85890.9,78832.8,0.414191,-1.46535
511852.0,78050.9,2.56741,-2.10207
222258.0,221582.0,-0.0382498,0.679096
314674.0,162884.0,-1.27314,-0.753831
131622.0,125204.0,-0.236453,-0.680444
97866.2,85465.0,0.527855,1.10778
83904.5,62164.3,-0.806956,-0.0457821
99437.5,43673.3,1.45828,2.04731
504156.0,485859.0,0.265134,2.23128
328367.0,152053.0,1.40347,2.59528
161875.0,41960.9,2.02492,1.21109
138747.0,29407.3,2.23196,2.3581
350727.0,336631.0,0.250773,2.05575
793971.0,249103.0,1.82349,-1.36563
155442.0,26201.7,2.46564,-2.21408
449099.0,438298.0,0.215736,-0.739238
258406.0,190748.0,-0.812426,-2.0076
995273.0,614265.0,-1.05391,-2.21843
991418.0,631315.0,-1.01792,1.2603
182843.0,162317.0,0.484355,-2.7728
38756.1,26353.2,0.91078,0.967485
597109.0,590585.0,0.147196,0.621899
550533.0,83985.8,-2.56732,-0.710362
61804.2,59664.7,0.221113,-2.93432
773930.0,635108.0,0.632479,2.66437
162088.0,141832.0,-0.522736,1.8137
214466.0,70586.0,1.775,-1.72658
286337.0,59257.9,2.25682,-0.985219
726267.0,606501.0,-0.606733,-0.842153
1142740.0,1057240.0,-0.392493,0.874658
294719.0,110412.0,-1.63179,1.20679
124700.0,40289.0,1.7941,1.71281
580617.0,537995.0,0.387379,-1.74312
145976.0,47162.4,1.79386,-2.0961
507761.0,30318.6,-3.51043,0.795505
797591.0,306575.0,-1.60976,0.743608
377197.0,200757.0,-1.24177,-2.52393
87881.4,61828.8,0.884295,-0.0673948
300882.0,46148.0,2.56138,-0.260473
1760180.0,666578.0,-1.62541,0.832034
200124.0,133247.0,-0.957459,-2.14274
710197.0,110055.0,-2.55141,1.32302
576075.0,50320.0,-3.12905,2.21183
893390.0,861814.0,0.266792,2.29892
81868.0,63826.7,-0.729314,0.0367677
271664.0,57113.5,2.24031,1.79223
574885.0,458687.0,-0.673428,-2.53856
380216.0,214617.0,-1.15947,0.936409
149880.0,107013.0,0.84929,-2.79741
47975.7,30756.8,-1.0119,1.58229
1088220.0,547527.0,1.3081,1.67219
222160.0,88649.8,-1.56642,-0.49684
37280.1,36985.2,-0.067449,-2.03674
1315520.0,405122.0,1.84625,1.12427
154342.0,151837.0,0.150929,1.7559
67512.2,63263.5,-0.352001,2.74855
958306.0,907349.0,-0.310194,-1.94975
773608.0,754056.0,0.197394,-0.0495202
894976.0,272399.0,-1.85566,1.69293
136953.0,111494.0,-0.651535,1.07731
75159.3,60760.2,-0.65511,-0.360303
840339.0,727531.0,0.544008,2.57709
1082520.0,992962.0,0.415569,-1.60826
1115310.0,123632.0,2.88941,0.123377
811645.0,378218.0,-1.39594,-0.041926
977473.0,182125.0,-2.36373,1.7662
256681.0,70667.6,1.9628,2.2109
701939.0,692554.0,-0.00882049,-2.52832
111808.0,77317.5,-0.902931,-0.0806873
69691.3,55479.0,-0.67325,1.22612
1352630.0,1347850.0,-0.0708297,1.36956
1064410.0,889209.0,0.616246,-1.53182
316783.0,257155.0,-0.644738,-0.685552
165160.0,162066.0,-0.186204,-0.229401
472267.0,139027.0,1.8927,2.26705
232209.0,83520.7,-1.6801,0.394426
546239.0,459944.0,-0.581698,-2.19288
592220.0,297863.0,1.30277,0.417841
42698.2,28737.6,-0.929674,-2.99013
2372890.0,358963.0,-2.57508,-0.912966
378966.0,196561.0,-1.2726,-1.1338
65714.9,61605.9,0.342405,-0.96941
590335.0,369720.0,-1.0398,-3.06029
2371620.0,334857.0,-2.64561,-1.52094
164127.0,110530.0,-0.936452,0.522465
88815.9,47776.4,-1.22391,2.32736
362825.0,35453.0,3.01615,-2.94525
422112.0,417262.0,-0.0658191,-3.05217
201338.0,129455.0,-1.00235,0.73367
243534.0,112761.0,-1.40081,0.268274
1196220.0,1167650.0,0.184778,-0.500322
1143590.0,461304.0,1.55663,-2.28235
62900.9,50948.9,-0.644266,-0.565557
230153.0,26931.5,2.83452,0.732991
578674.0,572199.0,0.112199,-1.75015
52359.0,36821.0,0.872754,-1.28242
1174330.0,548098.0,-1.39423,-2.15307
69041.1,65775.1,-0.172042,-3.0486
207588.0,23393.6,-2.87245,2.95216
1059470.0,662381.0,1.04277,-2.92868
394409.0,278737.0,-0.876966,-1.87025
541893.0,214706.0,1.56988,-1.77088
1261960.0,177167.0,-2.65135,-2.09165
75579.0,41149.7,-1.20926,-2.45198
40936.6,23993.8,1.11385,-1.31315
965011.0,625986.0,-0.987554,2.47128
416046.0,96397.1,-2.14093,-0.625043
770974.0,383121.0,1.31644,-1.42212
410811.0,168815.0,1.53487,1.02659
82721.4,74587.2,0.446743,2.21433
207952.0,73204.2,1.70333,-0.762134
78583.2,61097.0,-0.728552,2.70925
585369.0,426922.0,-0.821493,-0.644814
575071.0,194170.0,-1.748,-3.13246
1313140.0,754879.0,-1.14926,0.0740723
478323.0,419301.0,0.522894,-1.66661
719867.0,708486.0,-0.165292,-1.36923
486195.0,282557.0,-1.12032,0.999892
462513.0,178365.0,1.59902,0.756794
137226.0,34844.2,-2.04646,2.37637
522211.0,490915.0,-0.310976,2.10176
168810.0,133384.0,-0.687428,0.0601769
54555.5,46730.5,-0.540622,2.89052
664207.0,310715.0,-1.38954,0.848504
308250.0,306007.0,-0.0883938,-0.409153
84133.5,27592.7,1.77822,2.70311
779796.0,565684.0,0.843037,-1.82368
139344.0,116272.0,0.586198,1.16305
220507.0,101857.0,1.40412,2.83054
745770.0,77477.8,2.95464,1.7729
55683.9,36203.0,0.988271,0.523511
181502.0,34072.8,2.3566,1.21162
671699.0,611771.0,0.434721,-2.47724
201652.0,65240.0,-1.78993,-1.87764
553216.0,533990.0,-0.257831,2.92783
108397.0,69406.3,0.999009,0.920358
991867.0,818339.0,-0.637444,0.643446
209093.0,178835.0,0.506598,-2.29451
55242.1,43436.5,-0.683999,-1.94531
505625.0,33674.6,-3.40087,2.94133
498470.0,30339.7,3.49114,-2.62734
747920.0,496277.0,-0.966772,3.02935
230991.0,85103.0,-1.64955,-1.34044
102343.0,62375.9,-1.06877,0.748526
133295.0,57581.2,-1.47455,-0.393385
176243.0,25786.5,2.60911,1.41437
611980.0,564488.0,-0.40351,0.651551
321506.0,318776.0,0.00890834,-0.11342
182343.0,142303.0,0.726113,-1.03754
454445.0,60783.5,-2.70017,1.66779
59121.6,52842.4,-0.434345,-1.17387
679038.0,606595.0,0.467239,-1.14919
196904.0,145875.0,0.808748,1.60444
134519.0,95387.0,0.863909,-1.68571
78652.4,52130.1,-0.965412,-1.34821
755730.0,528229.0,-0.880879,-2.13143
370913.0,310197.0,-0.614755,-1.358
324091.0,301585.0,0.343792,2.9007
305660.0,203767.0,-0.952586,2.24945
456451.0,156595.0,1.73066,-0.131703
489443.0,124360.0,-2.04629,0.46397
49781.1,28719.8,-1.13442,0.545705
29240.4,27275.9,0.271738,1.82591
119108.0,23192.9,-2.31912,2.67168
1406280.0,479818.0,1.73769,-2.3761
116840.0,100501.0,0.522256,2.63156
246057.0,41671.6,2.46148,-1.17966
425030.0,420502.0,0.123027,2.37888
201576.0,124619.0,1.05714,-0.978697
77121.8,55250.1,0.859917,2.7106
49858.9,32167.1,1.0035,1.14749
687156.0,613168.0,0.445378,-1.36982
467477.0,304075.0,-0.991577,0.584584
107943.0,79462.4,0.823212,-0.891166
85947.6,58712.4,-0.921665,-1.81016
99628.8,24280.0,2.08706,0.60616
613307.0,545745.0,0.489175,-1.10857
84150.4,78434.7,-0.278244,2.01199
175101.0,42779.6,-2.08448,1.38552
451878.0,434922.0,0.266878,-1.37872
338971.0,131348.0,1.5984,-2.21153
138228.0,110881.0,0.670742,1.59351
1369040.0,28143.0,4.5776,1.1213
1046970.0,431715.0,1.52831,-2.11903
602459.0,137841.0,-2.1535,2.68224
385420.0,77657.7,-2.28422,-2.91131
597157.0,594052.0,-0.0024268,-2.93255
60652.0,41312.9,0.920584,2.54229
1548400.0,881135.0,1.16223,-1.30255
74074.8,69304.2,0.209036,-0.648975
68064.1,66062.3,0.132452,0.344499
61348.2,36157.2,1.1176,-0.338347
141822.0,29759.9,-2.2421,-1.19907
653336.0,545001.0,-0.606428,-0.567584
298860.0,102823.0,1.72685,-1.18578
607471.0,556153.0,-0.417174,-2.36209
84927.1,61025.1,0.84587,-2.42605
353788.0,331323.0,-0.303431,-2.41067
2054210.0,227440.0,-2.89077,-1.1367
137537.0,105267.0,-0.728746,1.55431
185616.0,55449.4,1.87552,-1.02027
724131.0,359763.0,1.31962,1.45142
433677.0,357471.0,0.627502,1.80456
32580.2,28039.2,0.478647,2.90868
1140960.0,992403.0,-0.538087,-0.284598
71937.9,71302.8,0.129374,-2.24446
183020.0,180978.0,-0.0794624,-0.266872
186552.0,179761.0,0.0457367,0.581375
171077.0,142423.0,-0.58868,-2.45077
164815.0,122065.0,-0.774811,1.39433
816723.0,111706.0,-2.67756,-1.11867
58031.1,56381.8,-0.115141,1.84179
529835.0,320821.0,1.08408,-2.65103
189622.0,154021.0,0.651508,2.57841
122899.0,121020.0,-0.0870224,2.51217
59619.4,54838.0,0.343132,-2.10935
1038500.0,934909.0,-0.423075,1.23963
527318.0,518766.0,-0.159081,1.13418
226186.0,207337.0,-0.418799,-1.6471
1000740.0,50630.1,-3.67641,-1.85603
61946.1,26543.1,-1.48442,-2.31074
689478.0,686754.0,0.05984,-1.95187
101483.0,62786.7,-1.05418,0.420232
137777.0,50118.6,-1.66457,2.3596
291439.0,28558.4,-3.01338,-0.292669
1022290.0,628756.0,-1.06312,0.604195
144146.0,56555.4,1.5867,1.68293
1626350.0,721401.0,-1.44921,-1.39978
30711.6,28126.7,0.403629,-1.72887
107405.0,24391.9,-2.16051,0.741057
893290.0,704057.0,-0.712959,-2.02914
166602.0,161476.0,-0.116472,0.0552729
160424.0,26946.3,2.4689,-0.600417
883621.0,695627.0,-0.703579,-1.70588
94730.2,80786.1,-0.516666,1.5274
49084.1,48010.6,-0.207516,-1.23682
36886.5,29020.5,0.704303,1.9252
896796.0,250002.0,-1.95037,2.13575
472778.0,249581.0,1.25258,2.97889
121677.0,119488.0,0.161691,2.4971
1547910.0,744823.0,-1.36082,-0.835701
549795.0,76680.2,2.65791,-0.619873
78758.6,75564.0,-0.219458,1.60614
2152550.0,973239.0,1.43021,1.33133
223483.0,202514.0,0.446765,-2.58114
773584.0,173446.0,2.17527,-2.51034
110325.0,98822.0,-0.457105,1.54357
88009.4,37529.6,-1.49111,1.80151
496835.0,487142.0,-0.162254,-2.0855
332091.0,172016.0,-1.27106,-0.624304
46150.9,29274.5,1.01397,-1.12126
668924.0,510666.0,-0.761694,2.7277
503027.0,410776.0,0.638876,-1.81567
222675.0,190298.0,0.535959,-3.07859
221433.0,32477.9,-2.60679,-0.856672
953743.0,940553.0,-0.139709,2.29589
93440.6,65407.3,-0.88884,2.04497
475314.0,283309.0,1.0939,2.01307
266601.0,251026.0,-0.205145,-2.28828
68154.8,66163.6,0.183232,-1.65172
58778.0,26457.8,1.42679,0.71046
664506.0,520636.0,-0.72061,0.673094
208107.0,79738.3,1.61202,-0.961418
48896.7,31360.5,1.00855,0.778629
429184.0,414773.0,0.254547,-2.23979
406407.0,160784.0,1.57769,2.3209
106603.0,92977.8,0.451277,2.14705
100525.0,63218.1,-1.02067,-0.27576
1056280.0,705215.0,0.95651,0.657075
76109.4,47577.1,1.03101,-2.69563
242400.0,34784.1,2.62841,-0.00996275
409466.0,31899.0,3.24388,-0.578984
59524.1,26867.3,1.42874,1.18344
286498.0,24391.3,3.15469,0.411935
679254.0,490292.0,0.849396,-2.02525
742415.0,287395.0,1.60032,-2.62119
203505.0,124808.0,1.0661,1.28099
759983.0,467207.0,1.06094,1.28943
121640.0,49675.2,1.54182,-2.12279
118925.0,45109.0,1.62007,0.694141
603114.0,44187.5,-3.30529,-1.97095
350709.0,43557.4,-2.77497,0.124303
62671.2,33148.1,-1.24363,-1.29056
1114600.0,624198.0,-1.18219,1.17466
1158160.0,76178.1,3.4135,-0.589398
598568.0,44584.5,-3.28882,0.185941
755245.0,580304.0,0.746341,1.62752
516717.0,63483.9,2.78593,2.00822
1473080.0,1417290.0,0.273415,0.161063
374993.0,330770.0,0.503491,-2.34253
125599.0,23217.8,2.3706,-2.78379
1491080.0,946320.0,1.02188,-2.53394
227716.0,224634.0,0.151101,0.421931
536158.0,147512.0,1.96404,-2.13334
494506.0,139429.0,-1.93767,0.763766
46052.1,43630.7,0.0185174,-2.94744
557403.0,327212.0,1.12303,0.540331
458337.0,189378.0,-1.53103,2.81477
67835.2,49967.6,0.80787,2.80025
324238.0,37595.7,-2.84407,0.758671
1157600.0,977385.0,0.57182,0.906593
403309.0,263241.0,0.988495,-2.27848
82414.7,29519.2,1.6831,-1.70936
182632.0,24705.9,2.68874,-1.38425
1370830.0,507880.0,-1.64927,2.09809
205497.0,139492.0,-0.911454,2.19734
210819.0,28858.0,-2.67632,1.41583
601601.0,600166.0,-0.0592186,-2.83401
102569.0,78438.6,0.754891,-0.114075
80198.2,78159.4,-0.142626,-1.31415
261564.0,36629.0,2.65328,-2.73533
733338.0,590672.0,0.673228,0.532906
353757.0,31589.3,-3.10663,-0.215081
477431.0,382176.0,-0.684304,2.45342
299238.0,291012.0,-0.174919,-1.12329
118999.0,37412.7,1.82276,0.206296
1300360.0,986176.0,-0.774883,0.449328
578842.0,565277.0,0.159427,-2.35574
2554790.0,387384.0,2.57362,0.111145
269494.0,68090.1,2.05124,-1.75871
631141.0,397401.0,1.03509,2.32345
676505.0,86395.3,-2.74705,-1.1602
68407.2,46223.6,0.937178,-0.953139
135552.0,44716.6,1.77085,1.76617
206129.0,39169.9,2.3433,-1.33796
859277.0,625457.0,0.804802,-2.04428
93390.0,30273.1,1.78798,2.96457
2210970.0,989797.0,-1.44098,0.632941
564519.0,474921.0,-0.595109,-2.09809
286778.0,259342.0,0.437865,-0.59995
467499.0,445767.0,0.291063,-1.40994
535794.0,129604.0,-2.09634,-0.621772
531129.0,77355.4,-2.61409,0.753763
133515.0,73901.2,-1.18799,-0.449865
254342.0,62154.3,2.08674,-1.51506
762027.0,687053.0,-0.457559,2.45984
544754.0,383032.0,0.88871,-0.752308
30898.8,27714.4,-0.422282,1.06938
37072.1,26961.5,-0.830994,0.272119
1868440.0,1101310.0,-1.11884,2.00701
135553.0,80630.6,1.09558,-2.87249
857586.0,853824.0,-0.0704923,0.278761
624605.0,570626.0,-0.423035,-2.33918
97648.5,82546.8,-0.562908,1.97647
1108880.0,742548.0,-0.938848,2.16849
316150.0,52772.8,-2.47527,2.3715
66563.3,34452.1,1.27211,-1.71483
163257.0,29989.4,2.37843,-1.36657
37019.1,27842.7,0.7882,-2.08804
1018100.0,943956.0,-0.388137,2.00798
96756.0,88569.2,0.408263,1.34322
291409.0,29614.4,2.97658,-0.401536
203906.0,26639.9,-2.72385,-2.22974
46573.3,26578.6,1.15612,-2.22756
1475500.0,1456780.0,0.151725,0.301502
163656.0,140960.0,0.555562,-2.3099
88172.1,25422.6,1.91463,2.41131
709507.0,630620.0,0.491351,2.67367
144692.0,81497.2,-1.16442,1.11918
216055.0,67378.6,-1.8314,-3.13676
65910.5,56409.8,0.563439,0.0582565
330216.0,26920.9,-3.19812,-1.49587
522198.0,470068.0,-0.464845,0.270634
249248.0,167076.0,-0.948533,2.77007
934926.0,796810.0,0.560783,0.25383
370308.0,33806.8,-3.08437,2.81796
1926300.0,1916910.0,-0.0175153,-0.455183
49323.9,46711.6,0.253339,3.0092
794255.0,685217.0,0.547819,-2.77295
802198.0,77946.4,-3.0218,2.35372
624250.0,587461.0,0.348845,1.26827
504744.0,264779.0,1.25789,1.68997
109052.0,95383.6,-0.500643,-0.333742
118243.0,43756.9,1.6408,-2.629
1011540.0,540250.0,1.23839,-3.06604
78293.0,74095.8,-0.316175,-1.60518
159435.0,45222.9,1.92974,-1.10077
506236.0,479054.0,0.27613,2.43668
139754.0,131643.0,-0.230719,-3.11572
81347.6,73407.1,-0.452124,1.36363
50263.2,47786.9,0.276621,1.73551
490196.0,260907.0,-1.24116,1.76185
507369.0,211556.0,-1.51953,1.07939
172345.0,149021.0,-0.536056,1.7806
1166780.0,1019640.0,0.527951,2.55618
343213.0,186276.0,1.20938,-0.130691
322735.0,316249.0,0.128074,0.358271
550443.0,294172.0,-1.2369,0.771237
217562.0,82560.2,-1.62018,1.63999
250038.0,32939.2,-2.7153,-0.801726
1191120.0,751245.0,-1.03414,0.992242
312387.0,157544.0,-1.30315,-0.303362
31903.3,29555.0,-0.259973,0.0761966
1196720.0,769974.0,-0.98273,2.0366
1019780.0,956291.0,-0.339008,0.67628
87539.8,85086.4,-0.1729,3.13396
135485.0,36774.3,1.97669,1.63307
385723.0,363510.0,0.333303,-2.85208
250982.0,142637.0,-1.15868,-1.41663
116685.0,78652.4,0.939876,3.06366
33438.9,30003.5,-0.439696,-1.26779
385167.0,370105.0,-0.23199,1.88389
340206.0,151550.0,-1.44016,1.5053
170082.0,47909.3,-1.93751,0.354034
47963.7,38855.9,-0.661585,2.59871
1043460.0,590278.0,-1.17018,3.10007
218425.0,117020.0,-1.23475,-0.116963
291809.0,70660.4,2.09325,1.64128
863592.0,800233.0,0.383499,1.70485
233776.0,122736.0,1.24413,1.24203
44016.5,33863.2,0.702203,-1.7396
494128.0,26760.0,-3.60813,-0.189621
905439.0,718360.0,-0.687932,-2.2526
301087.0,184306.0,-1.071,0.914424
955088.0,37717.8,3.92441,-0.321685
166878.0,32344.2,2.32369,-1.18722
205281.0,191456.0,-0.360773,-1.61313
435451.0,181947.0,-1.51588,-2.52423
235500.0,177034.0,0.790227,3.04612
67179.6,54274.4,0.650734,-0.202115
36938.5,32899.9,-0.47974,-0.506945
620765.0,412313.0,-0.960932,2.16934
119691.0,112493.0,0.325359,1.44777
55553.8,54745.8,-0.0780131,-1.4414
101037.0,52598.3,1.26687,2.39186
64018.1,39391.3,-1.05089,0.458882
97577.0,38211.0,-1.58175,-0.944646
742033.0,569216.0,0.758113,3.01642
667044.0,323065.0,1.35271,0.645389
432712.0,273463.0,-1.021,2.00446
167105.0,164320.0,0.145335,-1.87316
123365.0,93372.3,-0.767926,-2.75123
269919.0,48102.3,-2.40907,1.78107
42891.0,41201.6,-0.246975,2.16022
558161.0,464269.0,0.622374,2.89972
662508.0,326492.0,1.3325,-2.65959
98604.1,90960.7,0.353559,0.286405
41219.6,30992.0,0.781971,-0.597179
1795310.0,525926.0,1.89826,1.61212
80048.3,75470.8,0.328502,-2.60908
1716920.0,1064310.0,-1.05661,-2.42583
468573.0,277849.0,-1.10444,-0.883011
80319.9,77619.6,-0.231544,0.635854
1478430.0,842786.0,-1.16046,-0.0532117
153069.0,131891.0,-0.548436,-2.31123
102434.0,59369.5,1.13302,-2.4164
527900.0,520689.0,-0.0528133,1.86548
276866.0,239898.0,-0.539306,-3.05002
72009.5,70367.7,-0.154563,2.53473
166402.0,54194.7,1.78599,2.36316
282505.0,278129.0,0.0638204,1.98167
184028.0,91441.9,1.31577,0.561547
891806.0,86445.6,-3.02425,-0.202745
1066160.0,79681.3,3.2854,2.80901
309772.0,72412.2,2.1319,2.11641
4413680.0,474332.0,-2.92072,0.596538
757609.0,462631.0,1.07641,-0.775407
773584.0,741430.0,-0.275255,-0.797168
132623.0,110728.0,0.599691,-1.60145
501550.0,42644.0,3.15581,-1.0077
777149.0,685781.0,-0.471554,-0.518937
150736.0,145638.0,0.256769,2.56704
203478.0,67819.0,1.76234,2.46479
199105.0,44593.1,-2.17382,1.45937
619100.0,422516.0,0.926907,0.785565
403017.0,289736.0,-0.85344,0.300131
294025.0,285779.0,-0.20509,-3.11663
212342.0,34987.1,-2.48799,-2.66858
64164.5,34696.5,1.2214,2.91929
51482.6,28640.3,1.18551,-2.63191
338715.0,272042.0,-0.682725,0.955647
184272.0,178999.0,0.0371769,-1.27901
150935.0,136899.0,-0.445325,2.5248
40178.3,35266.0,0.518422,-1.77496
1404380.0,651179.0,1.40083,-0.627288
57163.5,37272.0,-0.976023,1.34763
573046.0,555587.0,0.246602,-2.03696
55264.3,46463.0,0.582013,0.661079
518500.0,503958.0,0.216036,1.62843
447592.0,422970.0,0.330554,-2.3633
553844.0,476965.0,0.558218,-2.17636
234947.0,140973.0,-1.09569,1.51912
292606.0,124474.0,-1.49726,1.04133
773480.0,741030.0,-0.272679,-3.03647
183803.0,179352.0,0.115364,2.57911
370448.0,151277.0,1.5441,-0.543242
117037.0,38029.3,-1.78594,1.62201
40211.9,34945.2,-0.517807,-1.98544
711136.0,435399.0,1.07253,-0.496248
353917.0,215806.0,-1.06855,0.256385
122245.0,84853.8,0.901072,-1.28655
173156.0,81206.3,1.38801,-1.91632
463192.0,416115.0,-0.455729,1.45009
375139.0,264853.0,0.876632,3.10584
98281.5,66422.7,-0.936831,0.552448
85308.1,34803.1,-1.53944,2.48479
55419.2,33583.7,-1.08057,1.78034
1195970.0,521429.0,1.47137,-0.922985
136364.0,112840.0,-0.615156,2.94147
1322570.0,63274.3,3.73241,-1.81308
55670.9,42058.1,0.768618,0.545365
208469.0,36557.1,2.42582,2.77655
710736.0,627713.0,-0.505026,3.01163
221965.0,102546.0,-1.40446,-1.10813
1240350.0,823182.0,-0.96675,-2.12894
162240.0,132843.0,-0.651385,-2.73111
194355.0,58133.7,-1.87497,0.641168
36112.7,30822.4,-0.563773,1.52422
813492.0,562276.0,0.875556,2.91883
76555.2,67389.0,0.473521,-0.975677
78723.3,54652.3,-0.9029,2.41959
651216.0,640087.0,-0.00229521,3.0334
99151.0,90032.5,0.412013,-0.216369
573678.0,541694.0,-0.272236,1.66174
148956.0,86628.0,-1.13565,-2.7726
923442.0,615296.0,0.962477,-1.6372
548276.0,423208.0,0.749027,0.809144
60823.0,39920.0,-0.977327,1.07628
96918.0,34362.9,-1.69457,0.499384
257241.0,255806.0,0.0821229,2.72538
224435.0,147330.0,0.974977,-1.96125
1130390.0,119166.0,2.94008,-0.59909
372670.0,97459.7,2.01587,-0.842833
100894.0,64230.4,-1.01808,-0.0080621
329833.0,43175.9,2.72147,1.48819
86740.4,26794.1,1.84044,-0.042191
1966040.0,1802130.0,0.419606,-2.83515
729496.0,681513.0,-0.366381,1.30223
92499.4,87327.2,0.316541,2.20389
116459.0,32577.6,1.94408,0.588531
901493.0,552578.0,-1.06907,2.85368
244273.0,243369.0,0.0573678,2.39739
373962.0,134892.0,-1.67621,2.45262
657826.0,599321.0,0.38365,0.843972
725756.0,260188.0,1.67869,2.51847
351126.0,248652.0,0.858902,-2.30424
243388.0,136158.0,1.18068,-1.21335
82459.5,29703.8,-1.66941,1.36705
114340.0,27489.6,2.10131,1.78154
669309.0,627480.0,-0.336819,-1.23015
65583.0,58516.3,0.447091,-0.709451
156788.0,41407.9,2.00493,-1.73944
82711.8,37752.3,1.41705,1.13794
252504.0,242780.0,0.266101,-2.20673
287698.0,135422.0,-1.38478,0.597312
221126.0,127707.0,-1.14448,2.05812
122697.0,74311.3,1.0861,2.96662
52157.1,44578.2,-0.545277,-1.08732
57680.4,32617.3,1.16553,1.25511
783001.0,604298.0,-0.750365,0.754684
597834.0,463839.0,0.733327,-1.68352
1183950.0,605092.0,-1.28869,2.84061
725809.0,250120.0,-1.72663,1.37018
77078.6,58790.9,-0.768242,-0.905124
763327.0,590545.0,-0.744743,1.02135
147732.0,39561.4,1.99127,-1.20875
618917.0,460223.0,0.801048,-0.93334
201901.0,200454.0,-0.0428,1.03213
1186940.0,744228.0,1.03163,0.897913
149040.0,135594.0,-0.436339,-0.0829451
520415.0,517396.0,-0.0497575,-0.450286
125119.0,84234.4,0.941196,2.66005
298175.0,39300.0,2.7148,-1.99936
81195.5,30007.9,1.64917,-2.47617
421517.0,398746.0,0.328565,0.626393
757908.0,243428.0,-1.80003,-2.45901
454458.0,365799.0,0.638928,2.28502
752121.0,348602.0,-1.40115,-1.12745
378175.0,154843.0,1.5364,1.90437
143771.0,94616.2,-0.976254,-1.75592
238207.0,37834.8,-2.52588,1.1217
725180.0,694891.0,-0.278461,0.434888
1518080.0,503311.0,-1.7684,-2.92596
54829.4,50627.4,-0.383999,1.24821
627595.0,486182.0,0.718992,1.58073
941126.0,121883.0,-2.7328,0.535649
73079.5,72294.4,-0.114826,-2.49078
357077.0,338796.0,0.310173,0.297803
489054.0,302762.0,-1.05776,-2.08868
300529.0,51130.8,2.45608,-1.52516
30176.7,27597.8,0.400892,-1.60422
54729.6,24881.0,1.42163,3.12249
883127.0,855431.0,0.220826,0.896396
159734.0,121966.0,0.758793,-2.6314
172145.0,88800.6,1.2776,-0.9533
1432030.0,66282.0,3.76551,-0.413959
684891.0,39001.0,-3.55794,1.54758
63304.3,27780.8,-1.46351,1.46387
1359570.0,761238.0,-1.17395,2.9897
169532.0,154699.0,-0.405675,1.05608
123034.0,91009.0,0.805766,2.92497
41688.0,36355.2,0.487518,0.103016
37812.8,25248.0,-0.954851,-2.64619
31545.3,23811.6,0.783267,-2.53019
483515.0,431903.0,-0.425871,-1.17762
240813.0,216230.0,0.462799,-0.616368
82847.6,31897.6,-1.60434,1.54341
